name,surname,URI
ALESSANDRO,BIANCHI,http://dati.camera.it/ocd/persona.rdf/pr1209
CARLO,BRUNET,http://dati.camera.it/ocd/persona.rdf/pr1189
GIUSEPPE,ARCONATI VISCONTI,http://dati.camera.it/ocd/persona.rdf/pr120
NICOLÒ,RICHETTA,http://dati.camera.it/ocd/persona.rdf/pr11849
ANGELO,BROFFERIO,http://dati.camera.it/ocd/persona.rdf/pr1185
FRANCESCO,PALLAVICINO,http://dati.camera.it/ocd/persona.rdf/pr11826
CLEMENTE,DELLA MARGHERITA (SOLARO),http://dati.camera.it/ocd/persona.rdf/pr11835
GIOVANNI BATTISTA,CANALIS,http://dati.camera.it/ocd/persona.rdf/pr1541
ALESSANDRO,BORELLA,http://dati.camera.it/ocd/persona.rdf/pr1428
VINCENZO,CAPRIOLO,http://dati.camera.it/ocd/persona.rdf/pr1500
GIORGIO,ASPRONI,http://dati.camera.it/ocd/persona.rdf/pr148
GIOVANNI BATTISTA,BOTTERO,http://dati.camera.it/ocd/persona.rdf/pr1289
STANISLAO,CABONI,http://dati.camera.it/ocd/persona.rdf/pr1346
RAFFAELE,CADORNA,http://dati.camera.it/ocd/persona.rdf/pr1355
ANGELO,BO,http://dati.camera.it/ocd/persona.rdf/pr1261
DESIDERATO,CHIAVES,http://dati.camera.it/ocd/persona.rdf/pr1676
ALESSANDRO,BOTTONE DI SAN GIUSEPPE,http://dati.camera.it/ocd/persona.rdf/pr176
CARLO,RICCARDI,http://dati.camera.it/ocd/persona.rdf/pr173
GIACOMO,CARTA,http://dati.camera.it/ocd/persona.rdf/pr175
GASPARE,BENSO,http://dati.camera.it/ocd/persona.rdf/pr163
MICHELE,CASARETTO,http://dati.camera.it/ocd/persona.rdf/pr1597
GIOVANNI BATTISTA,TUVERI,http://dati.camera.it/ocd/persona.rdf/pr160
PASQUALE,TOLA,http://dati.camera.it/ocd/persona.rdf/pr162
PIETRO,BOYL DI PUTIFIGARI,http://dati.camera.it/ocd/persona.rdf/pr182
BERNARDINO,BERTINI,http://dati.camera.it/ocd/persona.rdf/pr183
SAVERIO,CROSA,http://dati.camera.it/ocd/persona.rdf/pr1785
GAVINO,SCANO,http://dati.camera.it/ocd/persona.rdf/pr179
GIUSEPPE,MALAN,http://dati.camera.it/ocd/persona.rdf/pr180
GIOVANNI BATTISTA,GARIBALDI,http://dati.camera.it/ocd/persona.rdf/pr181
GIOVANNI,SIOTTO PINTOR,http://dati.camera.it/ocd/persona.rdf/pr186
GIOVANNI,REGIS,http://dati.camera.it/ocd/persona.rdf/pr170
GASPARE,CAVALLINI,http://dati.camera.it/ocd/persona.rdf/pr1712
CRISTOFORO,MAMELI,http://dati.camera.it/ocd/persona.rdf/pr172
FILIPPO,GALVAGNO,http://dati.camera.it/ocd/persona.rdf/pr210
PIETRO,GIOJA,http://dati.camera.it/ocd/persona.rdf/pr205
LUIGI,VICARI,http://dati.camera.it/ocd/persona.rdf/pr206
ILARIO FILIBERTO,PATERI,http://dati.camera.it/ocd/persona.rdf/pr214
LEONE,BRUNIER,http://dati.camera.it/ocd/persona.rdf/pr215
FELICE,CHIÒ,http://dati.camera.it/ocd/persona.rdf/pr212
DOMENICO,ELENA,http://dati.camera.it/ocd/persona.rdf/pr213
FRANCESCO MARIA,SAULI,http://dati.camera.it/ocd/persona.rdf/pr196
LUIGI,GENINA,http://dati.camera.it/ocd/persona.rdf/pr197
ANTONIO,MANTELLI,http://dati.camera.it/ocd/persona.rdf/pr192
ANGELO,DE BENEDETTI,http://dati.camera.it/ocd/persona.rdf/pr1924
GIACOMO,PEYRONE,http://dati.camera.it/ocd/persona.rdf/pr194
LORENZO,GHIGLINI,http://dati.camera.it/ocd/persona.rdf/pr202
ANTONIO,LOUARAZ D'ARVILLE,http://dati.camera.it/ocd/persona.rdf/pr203
TOMMASO,SPINOLA,http://dati.camera.it/ocd/persona.rdf/pr204
GIORGIO,DORIA,http://dati.camera.it/ocd/persona.rdf/pr1979
PIETRO,RIVA,http://dati.camera.it/ocd/persona.rdf/pr198
GIUSEPPE,SAPPA,http://dati.camera.it/ocd/persona.rdf/pr189
ANTONIO,COSTA,http://dati.camera.it/ocd/persona.rdf/pr1899
DIEGO,MARONGIU,http://dati.camera.it/ocd/persona.rdf/pr191
CESARE,CORRENTI,http://dati.camera.it/ocd/persona.rdf/pr1879
MAURIZIO,BLANC,http://dati.camera.it/ocd/persona.rdf/pr232
MATTEO,AGNES,http://dati.camera.it/ocd/persona.rdf/pr233
GIACOMO,GIANOLIO,http://dati.camera.it/ocd/persona.rdf/pr2336
DAMIANO,SAULI,http://dati.camera.it/ocd/persona.rdf/pr244
MICHELANGELO,CASTELLI,http://dati.camera.it/ocd/persona.rdf/pr248
GIOVANNI,BURAGGI,http://dati.camera.it/ocd/persona.rdf/pr238
ANTONIO,AIRENTI,http://dati.camera.it/ocd/persona.rdf/pr249
TIMOLEONE,CHAPPERON,http://dati.camera.it/ocd/persona.rdf/pr240
CARLO,DEMARIA,http://dati.camera.it/ocd/persona.rdf/pr245
GAVINO,FARA,http://dati.camera.it/ocd/persona.rdf/pr2456
MAURIZIO,FARINA,http://dati.camera.it/ocd/persona.rdf/pr2463
CRISTOFORO,MOIA,http://dati.camera.it/ocd/persona.rdf/pr247
CARLO FELICE,SCAPINI,http://dati.camera.it/ocd/persona.rdf/pr224
GIULIO,AVIGDOR,http://dati.camera.it/ocd/persona.rdf/pr254
FAUSTINO,ROCCI,http://dati.camera.it/ocd/persona.rdf/pr255
BARTOLOMEO,GEYMET,http://dati.camera.it/ocd/persona.rdf/pr256
PAOLO,FARINA,http://dati.camera.it/ocd/persona.rdf/pr220
LUIGI,FECIA DI COSSATO,http://dati.camera.it/ocd/persona.rdf/pr221
ANTONIO,MATHIEU,http://dati.camera.it/ocd/persona.rdf/pr252
NICOLÒ,FERRACCIÙ,http://dati.camera.it/ocd/persona.rdf/pr2295
ANTONIO,SIOTTO PINTOR,http://dati.camera.it/ocd/persona.rdf/pr253
ANTONIO,GALLENGA,http://dati.camera.it/ocd/persona.rdf/pr2301
GREGORIO,SELLA,http://dati.camera.it/ocd/persona.rdf/pr226
GIUSEPPE,GERBORE,http://dati.camera.it/ocd/persona.rdf/pr2267
BARTOLOMEO,BONA,http://dati.camera.it/ocd/persona.rdf/pr227
GERMANO,GERMANETTI,http://dati.camera.it/ocd/persona.rdf/pr2270
MAURIZIO,D'ALBERTI DELLA BRIGA,http://dati.camera.it/ocd/persona.rdf/pr287
CARLO,LAURENTI ROUBAUDI,http://dati.camera.it/ocd/persona.rdf/pr2837
LUIGI,MALASPINA DI CARBONARA,http://dati.camera.it/ocd/persona.rdf/pr286
GIUSEPPE,ARNULFO,http://dati.camera.it/ocd/persona.rdf/pr290
ANTONIO,GIOVANOLA,http://dati.camera.it/ocd/persona.rdf/pr2718
FRANCESCO,GUGLIANETTI,http://dati.camera.it/ocd/persona.rdf/pr2773
GIOVANNI BATTISTA,SELLA,http://dati.camera.it/ocd/persona.rdf/pr278
GIACOMO,ARRIGO,http://dati.camera.it/ocd/persona.rdf/pr258
PIETRO EFISIO,LEO,http://dati.camera.it/ocd/persona.rdf/pr2598
ALESSANDRO,PERNATI DI MOMO,http://dati.camera.it/ocd/persona.rdf/pr260
EUGENIO,DE VIRY,http://dati.camera.it/ocd/persona.rdf/pr257
CARLO,DECANDIA,http://dati.camera.it/ocd/persona.rdf/pr294
SALVATOR ANGELO,DE CASTRO,http://dati.camera.it/ocd/persona.rdf/pr295
GIOVANNI,DE FORESTA,http://dati.camera.it/ocd/persona.rdf/pr296
ORSO,SERRA,http://dati.camera.it/ocd/persona.rdf/pr291
IGNAZIO,BERRUTI,http://dati.camera.it/ocd/persona.rdf/pr325
CESARE,CABELLA,http://dati.camera.it/ocd/persona.rdf/pr323
ANTONIO,ZIRIO,http://dati.camera.it/ocd/persona.rdf/pr312
DOMENICO,GALLO,http://dati.camera.it/ocd/persona.rdf/pr308
FILIPPO,MELLANA,http://dati.camera.it/ocd/persona.rdf/pr3106
LUIGI,BOLMIDA,http://dati.camera.it/ocd/persona.rdf/pr318
MASSIMO,MAUTINO,http://dati.camera.it/ocd/persona.rdf/pr3186
PIETRO,MAZZA,http://dati.camera.it/ocd/persona.rdf/pr3190
CARLO,DE VIRY,http://dati.camera.it/ocd/persona.rdf/pr299
GIACOMO,ASTENGO,http://dati.camera.it/ocd/persona.rdf/pr298
ALESSANDRO,GUILLET,http://dati.camera.it/ocd/persona.rdf/pr306
PIETRO,MONTICELLI,http://dati.camera.it/ocd/persona.rdf/pr3075
VINCENZO,MIGLIETTI,http://dati.camera.it/ocd/persona.rdf/pr3019
IPPOLITO,DE SONNAZ (GERBAIX),http://dati.camera.it/ocd/persona.rdf/pr351
IPPOLITO,DE CHAMBOST,http://dati.camera.it/ocd/persona.rdf/pr352
ANTONIO,PORQUEDDU,http://dati.camera.it/ocd/persona.rdf/pr346
GIUSEPPE,MARTIN,http://dati.camera.it/ocd/persona.rdf/pr348
LEANDRO,SARACCO,http://dati.camera.it/ocd/persona.rdf/pr357
GIAN LUIGI,RUBIN,http://dati.camera.it/ocd/persona.rdf/pr353
GIORGIO,MAMELI,http://dati.camera.it/ocd/persona.rdf/pr354
MATTEO,PESCATORE,http://dati.camera.it/ocd/persona.rdf/pr3547
ANGELO,PUGIONI,http://dati.camera.it/ocd/persona.rdf/pr356
SERAFINO,NAYTANA,http://dati.camera.it/ocd/persona.rdf/pr339
GIORGIO,BELLONO,http://dati.camera.it/ocd/persona.rdf/pr334
DOMENICO,AMARETTI,http://dati.camera.it/ocd/persona.rdf/pr343
CARLO,PEZZANI,http://dati.camera.it/ocd/persona.rdf/pr3431
CARLO DOMENICO,MARI,http://dati.camera.it/ocd/persona.rdf/pr344
ANTONIO,CRISPO,http://dati.camera.it/ocd/persona.rdf/pr345
MATTEO,ARMINJON,http://dati.camera.it/ocd/persona.rdf/pr340
RUGGIERO,SALMOUR (GABALEONE DI),http://dati.camera.it/ocd/persona.rdf/pr341
GIOVANNI,VITELLI SIMON,http://dati.camera.it/ocd/persona.rdf/pr342
GIUSEPPE,BRIGNONE,http://dati.camera.it/ocd/persona.rdf/pr327
GIOVANNI BATTISTA,MICHELINI,http://dati.camera.it/ocd/persona.rdf/pr3271
GIOVANNI BATTISTA,OYTANA,http://dati.camera.it/ocd/persona.rdf/pr3304
GIUSEPPE CARLO,AIRENTI,http://dati.camera.it/ocd/persona.rdf/pr36
GIULIO,REZASCO,http://dati.camera.it/ocd/persona.rdf/pr360
GIOVANNI,BEZZI,http://dati.camera.it/ocd/persona.rdf/pr361
LUIGI,BELDÌ,http://dati.camera.it/ocd/persona.rdf/pr362
GIOVANNI BATTISTA,FRESCOT,http://dati.camera.it/ocd/persona.rdf/pr370
EMILIANO,DELLA MOTTA (AVOGADRO),http://dati.camera.it/ocd/persona.rdf/pr368
GIUSEPPE,IMPERIALI,http://dati.camera.it/ocd/persona.rdf/pr358
BENEDETTO,BRUNATI,http://dati.camera.it/ocd/persona.rdf/pr359
LUIGI,ROSSI,http://dati.camera.it/ocd/persona.rdf/pr3904
LUIGI,GIROD DE MONTFALCON,http://dati.camera.it/ocd/persona.rdf/pr386
DOMENICO,PICINELLI,http://dati.camera.it/ocd/persona.rdf/pr387
DOMENICO,MARCO,http://dati.camera.it/ocd/persona.rdf/pr392
GIUSEPPE,BRUSCHETTI,http://dati.camera.it/ocd/persona.rdf/pr376
IGNAZIO,COSTA DELLA TORRE,http://dati.camera.it/ocd/persona.rdf/pr377
VINCENZO,FERRERO DI PONZIGLIONE,http://dati.camera.it/ocd/persona.rdf/pr378
BALDASSARRE,BILLET,http://dati.camera.it/ocd/persona.rdf/pr373
EFISIO,D'ARCAIS FLORES,http://dati.camera.it/ocd/persona.rdf/pr374
GEROLAMO,RODINI,http://dati.camera.it/ocd/persona.rdf/pr375
VITTORIO EMANUELE,ROBERTI DI CASTELVERO,http://dati.camera.it/ocd/persona.rdf/pr382
FRANCESCO,GALLISAI,http://dati.camera.it/ocd/persona.rdf/pr383
GIUSEPPE,GRAFFIGNA,http://dati.camera.it/ocd/persona.rdf/pr384
GIUSEPPE,ROBECCHI,http://dati.camera.it/ocd/persona.rdf/pr3848
ALESSANDRO,MICHELINI,http://dati.camera.it/ocd/persona.rdf/pr385
GIOVANNI ANTONIO,SANGUINETI,http://dati.camera.it/ocd/persona.rdf/pr3795
GAVINO,DELITALA,http://dati.camera.it/ocd/persona.rdf/pr380
BONAVENTURA,BUTTINI,http://dati.camera.it/ocd/persona.rdf/pr414
GIOVANNI BATTISTA,FANTONETTI,http://dati.camera.it/ocd/persona.rdf/pr416
FRANCESCO,SULIS,http://dati.camera.it/ocd/persona.rdf/pr4163
AMEDEO,RAVINA,http://dati.camera.it/ocd/persona.rdf/pr412
GIUSEPPE,BERTOLDI,http://dati.camera.it/ocd/persona.rdf/pr413
LUIGI,TEGAS,http://dati.camera.it/ocd/persona.rdf/pr4203
PAOLO,SOLAROLI,http://dati.camera.it/ocd/persona.rdf/pr4212
GERMANO,SOMMEILLER,http://dati.camera.it/ocd/persona.rdf/pr4223
FERDINANDO,ISOLA,http://dati.camera.it/ocd/persona.rdf/pr417
GIACOMO,PIANE,http://dati.camera.it/ocd/persona.rdf/pr418
SECONDO,BERSEZIO,http://dati.camera.it/ocd/persona.rdf/pr419
FRANCESCO MARIA,SERRA,http://dati.camera.it/ocd/persona.rdf/pr4017
PIETRO,PALEOCAPA,http://dati.camera.it/ocd/persona.rdf/pr399
CARLO,BAUDI DI VESME,http://dati.camera.it/ocd/persona.rdf/pr401
RICCARDO,SINEO,http://dati.camera.it/ocd/persona.rdf/pr4078
LUIGI,TORELLI,http://dati.camera.it/ocd/persona.rdf/pr408
PIETRO GIUSEPPE,MONGELLAZ,http://dati.camera.it/ocd/persona.rdf/pr410
GIUSEPPE,SANNA SANNA,http://dati.camera.it/ocd/persona.rdf/pr3964
GIOVANNI LORENZO,MARTINET,http://dati.camera.it/ocd/persona.rdf/pr468
FRANCESCO,BALBI SENAREGA,http://dati.camera.it/ocd/persona.rdf/pr440
MICHELE,ROUX VOLLON,http://dati.camera.it/ocd/persona.rdf/pr441
ALESSANDRO,COLLI,http://dati.camera.it/ocd/persona.rdf/pr442
ANGELO,VALVASSORI,http://dati.camera.it/ocd/persona.rdf/pr4368
LORENZO,COBIANCHI,http://dati.camera.it/ocd/persona.rdf/pr439
FRANCESCO,GILARDINI,http://dati.camera.it/ocd/persona.rdf/pr449
GIOVANNI BATTISTA,NICCOLINI,http://dati.camera.it/ocd/persona.rdf/pr450
VINCENZO,POLLERI,http://dati.camera.it/ocd/persona.rdf/pr451
CLAUDIO,GONNET,http://dati.camera.it/ocd/persona.rdf/pr452
DOMENICO,MUSSO,http://dati.camera.it/ocd/persona.rdf/pr457
GIUSEPPE,PIACENZA (GIOELLO),http://dati.camera.it/ocd/persona.rdf/pr443
GIUSEPPE,CORNERO,http://dati.camera.it/ocd/persona.rdf/pr444
SECONDO,POLTO,http://dati.camera.it/ocd/persona.rdf/pr4455
GIOVANNI BATTISTA,SPANO,http://dati.camera.it/ocd/persona.rdf/pr4457
GIOVANNI,CATTANEO GIANOTTI,http://dati.camera.it/ocd/persona.rdf/pr4555
PIETRO,BLANC,http://dati.camera.it/ocd/persona.rdf/pr456
GUSTAVO,DE MARTINEL,http://dati.camera.it/ocd/persona.rdf/pr465
GIUSEPPE,GINET,http://dati.camera.it/ocd/persona.rdf/pr460
LUIGI,JACQUEMOUD,http://dati.camera.it/ocd/persona.rdf/pr461
GIAN CARLO,SERRA,http://dati.camera.it/ocd/persona.rdf/pr462
ROMUALDO,CANTARA,http://dati.camera.it/ocd/persona.rdf/pr463
VITTORIO,DELFINO,http://dati.camera.it/ocd/persona.rdf/pr464
ANTONIO,FRANZINI,http://dati.camera.it/ocd/persona.rdf/pr431
FRANCESCO,ARESE VISCONTI,http://dati.camera.it/ocd/persona.rdf/pr653
AGRICOLA,CHENAL,http://dati.camera.it/ocd/persona.rdf/pr674
CARLO,AVONDO,http://dati.camera.it/ocd/persona.rdf/pr761
CAMILLO,CAVOUR (BENSO DI),http://dati.camera.it/ocd/persona.rdf/pr784
LUIGI,MOSSI,http://dati.camera.it/ocd/persona.rdf/pr536
EFISIO,CUGIA DI SANT'ORSOLA,http://dati.camera.it/ocd/persona.rdf/pr537
FRANCESCO,CARQUET,http://dati.camera.it/ocd/persona.rdf/pr543
GIUSEPPE,JACQUIER CHATRIER,http://dati.camera.it/ocd/persona.rdf/pr545
DIODATO,PALLIERI,http://dati.camera.it/ocd/persona.rdf/pr549
ALESSANDRO,BRONZINI ZAPELLONI,http://dati.camera.it/ocd/persona.rdf/pr550
GIUSEPPE,JACQUEMOUD,http://dati.camera.it/ocd/persona.rdf/pr552
FEDERICO,BARBIER,http://dati.camera.it/ocd/persona.rdf/pr555
DOMENICO,BUFFA,http://dati.camera.it/ocd/persona.rdf/pr559
LUIGI,BOTTA,http://dati.camera.it/ocd/persona.rdf/pr562
ANDREA,MAZZA,http://dati.camera.it/ocd/persona.rdf/pr563
VITTORIO,FRASCHINI,http://dati.camera.it/ocd/persona.rdf/pr501
ZENONE LUIGI,QUAGLIA,http://dati.camera.it/ocd/persona.rdf/pr507
PIETRO LUIGI,GASTINELLI,http://dati.camera.it/ocd/persona.rdf/pr513
LUIGI,CORSI,http://dati.camera.it/ocd/persona.rdf/pr515
ANTONIO,D'ITTIRI LEDÀ,http://dati.camera.it/ocd/persona.rdf/pr516
PIETRO,ROSSI,http://dati.camera.it/ocd/persona.rdf/pr517
LIVIO,BENINTENDI,http://dati.camera.it/ocd/persona.rdf/pr518
GIUSEPPE,MARASSI,http://dati.camera.it/ocd/persona.rdf/pr519
ARISTIDE TIMOTEO,SOMIS DI CHAVRIE,http://dati.camera.it/ocd/persona.rdf/pr520
DOMENICO,SPINOLA,http://dati.camera.it/ocd/persona.rdf/pr522
PANTALEONE,COSTA DE BEAUREGARD,http://dati.camera.it/ocd/persona.rdf/pr523
GIOVANNI,CAVALLI,http://dati.camera.it/ocd/persona.rdf/pr524
GIORGIO GUIDO,PALLAVICINO TRIVULZIO,http://dati.camera.it/ocd/persona.rdf/pr526
EMILIO,PISTONE,http://dati.camera.it/ocd/persona.rdf/pr528
ALESSANDRO,D'AUVARE,http://dati.camera.it/ocd/persona.rdf/pr529
VINCENZO,BOLMIDA,http://dati.camera.it/ocd/persona.rdf/pr531
VITTORIO ANTONIO,SOLARI,http://dati.camera.it/ocd/persona.rdf/pr532
PIETRO,SANNA DENTI,http://dati.camera.it/ocd/persona.rdf/pr534
CAMILLO,MIGLIORETTI,http://dati.camera.it/ocd/persona.rdf/pr535
GIOVANNI,NOTTA,http://dati.camera.it/ocd/persona.rdf/pr593
GIOVANNI ANTONIO,TOLA,http://dati.camera.it/ocd/persona.rdf/pr470
GIOVANNI,BIANCHETTI,http://dati.camera.it/ocd/persona.rdf/pr485
GAVINO,NINO,http://dati.camera.it/ocd/persona.rdf/pr487
BERNARDO,MEZZENA,http://dati.camera.it/ocd/persona.rdf/pr489
LODOVICO,DAZIANI,http://dati.camera.it/ocd/persona.rdf/pr493
GAETANO,DE MARCHI,http://dati.camera.it/ocd/persona.rdf/pr495
GIUSEPPE,CAMBIERI,http://dati.camera.it/ocd/persona.rdf/pr498
ANGELO,CAMPANA,http://dati.camera.it/ocd/persona.rdf/pr476
ERNESTO,RICARDI DI NETRO,http://dati.camera.it/ocd/persona.rdf/pr4776
CARLO,SANTA CROCE VILLAHERMOSA,http://dati.camera.it/ocd/persona.rdf/pr4785
VINCENZO,RICCI,http://dati.camera.it/ocd/persona.rdf/pr4791
FERDINANDO,MAESTRI,http://dati.camera.it/ocd/persona.rdf/pr719
GIUSEPPE,CATALDI,http://dati.camera.it/ocd/persona.rdf/pr9326
ANTONIO,BRIGNOLE SALE,http://dati.camera.it/ocd/persona.rdf/pr9219
MARIO,BROGLIA,http://dati.camera.it/ocd/persona.rdf/pr9222
VITALIANO,BORROMEO,http://dati.camera.it/ocd/persona.rdf/pr9205
GIAN LORENZO,CANTÙ,http://dati.camera.it/ocd/persona.rdf/pr9280
CARLO GIOVANNI,CAGNONE,http://dati.camera.it/ocd/persona.rdf/pr9252
GIACOMO,BALBI PIOVERA,http://dati.camera.it/ocd/persona.rdf/pr9085
FERRANTE ABELE,APORTI,http://dati.camera.it/ocd/persona.rdf/pr9057
FERDINANDO,ARBORIO GATTINARA DI BREME,http://dati.camera.it/ocd/persona.rdf/pr9063
FEDERIGO PAOLO,SCLOPIS DI SALERANO,http://dati.camera.it/ocd/persona.rdf/pr907
ERMOLAO,ASINARI DI SAN MARZANO,http://dati.camera.it/ocd/persona.rdf/pr9076
ALESSIO,BILLET,http://dati.camera.it/ocd/persona.rdf/pr9155
NICOLA,BLANC,http://dati.camera.it/ocd/persona.rdf/pr9161
DOMENICO,DE FERRARI,http://dati.camera.it/ocd/persona.rdf/pr917
EUSEBIO,BAVA,http://dati.camera.it/ocd/persona.rdf/pr9115
CARLO BARTOLOMEO,BERMONDI,http://dati.camera.it/ocd/persona.rdf/pr9136
GAUDENZIO LUIGI GIROLAMO,GAUTIERI,http://dati.camera.it/ocd/persona.rdf/pr839
GUGLIELMO,MOFFA DI LISIO GRIBALDI,http://dati.camera.it/ocd/persona.rdf/pr824
ALESSANDRO,RIBERI,http://dati.camera.it/ocd/persona.rdf/pr825
