name,surname,URI
FEDERICO,COLAJANNI,http://dati.camera.it/ocd/persona.rdf/pr1657
SEVERINO,CASANA,http://dati.camera.it/ocd/persona.rdf/pr1595
MICHELE,CASARETTO,http://dati.camera.it/ocd/persona.rdf/pr1597
RINALDO,CASATI,http://dati.camera.it/ocd/persona.rdf/pr1601
PIETRO,CASILLI,http://dati.camera.it/ocd/persona.rdf/pr1605
CARLO,CERRUTI,http://dati.camera.it/ocd/persona.rdf/pr1616
GIUSEPPE,CERULLI IRELLI,http://dati.camera.it/ocd/persona.rdf/pr1617
LUIGI,CHIALA,http://dati.camera.it/ocd/persona.rdf/pr1624
LUIGI,DE PUPPI,http://dati.camera.it/ocd/persona.rdf/pr1823
GIROLAMO,COLOMBO QUATTROFRATI,http://dati.camera.it/ocd/persona.rdf/pr1825
FABRIZIO,COLONNA AVELLA,http://dati.camera.it/ocd/persona.rdf/pr1826
GASPARE,COLOSIMO,http://dati.camera.it/ocd/persona.rdf/pr1833
PASQUALE,COLPI,http://dati.camera.it/ocd/persona.rdf/pr1834
ANTONIO ALFREDO,COMANDINI,http://dati.camera.it/ocd/persona.rdf/pr1835
GIUSEPPE,COMANDÙ,http://dati.camera.it/ocd/persona.rdf/pr1837
JACOPO,COMIN,http://dati.camera.it/ocd/persona.rdf/pr1839
ALERINO,COMO,http://dati.camera.it/ocd/persona.rdf/pr1841
GENNARO,COMPAGNA,http://dati.camera.it/ocd/persona.rdf/pr1842
PIETRO,COMPAGNA,http://dati.camera.it/ocd/persona.rdf/pr1843
CARLO,COMPANS DI BRICHANTEAU,http://dati.camera.it/ocd/persona.rdf/pr1844
FRANCESCO,CUCCHI,http://dati.camera.it/ocd/persona.rdf/pr1788
LUIGI,CUCCHI,http://dati.camera.it/ocd/persona.rdf/pr1789
GAVINO,SCANO,http://dati.camera.it/ocd/persona.rdf/pr179
DOMENICO,CUCCHIARI,http://dati.camera.it/ocd/persona.rdf/pr1790
SIMONE,CUCCIA,http://dati.camera.it/ocd/persona.rdf/pr1791
